Index,Year,Filing Type,Rates,Brackets,Max Rate,Min Rate,Max Bracket,Min Bracket,Max-Min Rate Diff,Max-Min Bracket Diff
8636,1913,Head of Household,0.01,0,0.07,0.01,500000,0,0.06,500000
8637,1913,Married Filing Jointly,0.01,0,0.07,0.01,500000,0,0.06,500000
8638,1913,Married Filing Separately,0.01,0,0.07,0.01,500000,0,0.06,500000
8639,1913,Single Filer,0.01,0,0.07,0.01,500000,0,0.06,500000
8640,1913,Head of Household,0.02,20000,0.07,0.01,500000,0,0.06,500000
8641,1913,Married Filing Jointly,0.02,20000,0.07,0.01,500000,0,0.06,500000
8642,1913,Married Filing Separately,0.02,20000,0.07,0.01,500000,0,0.06,500000
8643,1913,Single Filer,0.02,20000,0.07,0.01,500000,0,0.06,500000
8644,1913,Head of Household,0.03,50000,0.07,0.01,500000,0,0.06,500000
8645,1913,Married Filing Jointly,0.03,50000,0.07,0.01,500000,0,0.06,500000
8646,1913,Married Filing Separately,0.03,50000,0.07,0.01,500000,0,0.06,500000
8647,1913,Single Filer,0.03,50000,0.07,0.01,500000,0,0.06,500000
8648,1913,Head of Household,0.04,75000,0.07,0.01,500000,0,0.06,500000
8649,1913,Married Filing Jointly,0.04,75000,0.07,0.01,500000,0,0.06,500000
8650,1913,Married Filing Separately,0.04,75000,0.07,0.01,500000,0,0.06,500000
8651,1913,Single Filer,0.04,75000,0.07,0.01,500000,0,0.06,500000
8652,1913,Head of Household,0.05,100000,0.07,0.01,500000,0,0.06,500000
8653,1913,Married Filing Jointly,0.05,100000,0.07,0.01,500000,0,0.06,500000
8654,1913,Married Filing Separately,0.05,100000,0.07,0.01,500000,0,0.06,500000
8655,1913,Single Filer,0.05,100000,0.07,0.01,500000,0,0.06,500000
8656,1913,Head of Household,0.06,250000,0.07,0.01,500000,0,0.06,500000
8657,1913,Married Filing Jointly,0.06,250000,0.07,0.01,500000,0,0.06,500000
8658,1913,Married Filing Separately,0.06,250000,0.07,0.01,500000,0,0.06,500000
8659,1913,Single Filer,0.06,250000,0.07,0.01,500000,0,0.06,500000
8660,1913,Head of Household,0.07,500000,0.07,0.01,500000,0,0.06,500000
8661,1913,Married Filing Jointly,0.07,500000,0.07,0.01,500000,0,0.06,500000
8662,1913,Married Filing Separately,0.07,500000,0.07,0.01,500000,0,0.06,500000
8663,1913,Single Filer,0.07,500000,0.07,0.01,500000,0,0.06,500000
8608,1914,Head of Household,0.01,0,0.07,0.01,500000,0,0.06,500000
8609,1914,Married Filing Jointly,0.01,0,0.07,0.01,500000,0,0.06,500000
8610,1914,Married Filing Separately,0.01,0,0.07,0.01,500000,0,0.06,500000
8611,1914,Single Filer,0.01,0,0.07,0.01,500000,0,0.06,500000
8612,1914,Head of Household,0.02,20000,0.07,0.01,500000,0,0.06,500000
8613,1914,Married Filing Jointly,0.02,20000,0.07,0.01,500000,0,0.06,500000
8614,1914,Married Filing Separately,0.02,20000,0.07,0.01,500000,0,0.06,500000
8615,1914,Single Filer,0.02,20000,0.07,0.01,500000,0,0.06,500000
8616,1914,Head of Household,0.03,50000,0.07,0.01,500000,0,0.06,500000
8617,1914,Married Filing Jointly,0.03,50000,0.07,0.01,500000,0,0.06,500000
8618,1914,Married Filing Separately,0.03,50000,0.07,0.01,500000,0,0.06,500000
8619,1914,Single Filer,0.03,50000,0.07,0.01,500000,0,0.06,500000
8620,1914,Head of Household,0.04,75000,0.07,0.01,500000,0,0.06,500000
8621,1914,Married Filing Jointly,0.04,75000,0.07,0.01,500000,0,0.06,500000
8622,1914,Married Filing Separately,0.04,75000,0.07,0.01,500000,0,0.06,500000
8623,1914,Single Filer,0.04,75000,0.07,0.01,500000,0,0.06,500000
8624,1914,Head of Household,0.05,100000,0.07,0.01,500000,0,0.06,500000
8625,1914,Married Filing Jointly,0.05,100000,0.07,0.01,500000,0,0.06,500000
8626,1914,Married Filing Separately,0.05,100000,0.07,0.01,500000,0,0.06,500000
8627,1914,Single Filer,0.05,100000,0.07,0.01,500000,0,0.06,500000
8628,1914,Head of Household,0.06,250000,0.07,0.01,500000,0,0.06,500000
8629,1914,Married Filing Jointly,0.06,250000,0.07,0.01,500000,0,0.06,500000
8630,1914,Married Filing Separately,0.06,250000,0.07,0.01,500000,0,0.06,500000
8631,1914,Single Filer,0.06,250000,0.07,0.01,500000,0,0.06,500000
8632,1914,Head of Household,0.07,500000,0.07,0.01,500000,0,0.06,500000
8633,1914,Married Filing Jointly,0.07,500000,0.07,0.01,500000,0,0.06,500000
8634,1914,Married Filing Separately,0.07,500000,0.07,0.01,500000,0,0.06,500000
8635,1914,Single Filer,0.07,500000,0.07,0.01,500000,0,0.06,500000
8580,1915,Head of Household,0.01,0,0.07,0.01,500000,0,0.06,500000
8581,1915,Married Filing Jointly,0.01,0,0.07,0.01,500000,0,0.06,500000
8582,1915,Married Filing Separately,0.01,0,0.07,0.01,500000,0,0.06,500000
8583,1915,Single Filer,0.01,0,0.07,0.01,500000,0,0.06,500000
8584,1915,Head of Household,0.02,20000,0.07,0.01,500000,0,0.06,500000
8585,1915,Married Filing Jointly,0.02,20000,0.07,0.01,500000,0,0.06,500000
8586,1915,Married Filing Separately,0.02,20000,0.07,0.01,500000,0,0.06,500000
8587,1915,Single Filer,0.02,20000,0.07,0.01,500000,0,0.06,500000
8588,1915,Head of Household,0.03,50000,0.07,0.01,500000,0,0.06,500000
8589,1915,Married Filing Jointly,0.03,50000,0.07,0.01,500000,0,0.06,500000
8590,1915,Married Filing Separately,0.03,50000,0.07,0.01,500000,0,0.06,500000
8591,1915,Single Filer,0.03,50000,0.07,0.01,500000,0,0.06,500000
8592,1915,Head of Household,0.04,75000,0.07,0.01,500000,0,0.06,500000
8593,1915,Married Filing Jointly,0.04,75000,0.07,0.01,500000,0,0.06,500000
8594,1915,Married Filing Separately,0.04,75000,0.07,0.01,500000,0,0.06,500000
8595,1915,Single Filer,0.04,75000,0.07,0.01,500000,0,0.06,500000
8596,1915,Head of Household,0.05,100000,0.07,0.01,500000,0,0.06,500000
8597,1915,Married Filing Jointly,0.05,100000,0.07,0.01,500000,0,0.06,500000
8598,1915,Married Filing Separately,0.05,100000,0.07,0.01,500000,0,0.06,500000
8599,1915,Single Filer,0.05,100000,0.07,0.01,500000,0,0.06,500000
8600,1915,Head of Household,0.06,250000,0.07,0.01,500000,0,0.06,500000
8601,1915,Married Filing Jointly,0.06,250000,0.07,0.01,500000,0,0.06,500000
8602,1915,Married Filing Separately,0.06,250000,0.07,0.01,500000,0,0.06,500000
8603,1915,Single Filer,0.06,250000,0.07,0.01,500000,0,0.06,500000
8604,1915,Head of Household,0.07,500000,0.07,0.01,500000,0,0.06,500000
8605,1915,Married Filing Jointly,0.07,500000,0.07,0.01,500000,0,0.06,500000
8606,1915,Married Filing Separately,0.07,500000,0.07,0.01,500000,0,0.06,500000
8607,1915,Single Filer,0.07,500000,0.07,0.01,500000,0,0.06,500000
8524,1916,Head of Household,0.02,0,0.15,0.02,2000000,0,0.13,2000000
8525,1916,Married Filing Jointly,0.02,0,0.15,0.02,2000000,0,0.13,2000000
8526,1916,Married Filing Separately,0.02,0,0.15,0.02,2000000,0,0.13,2000000
8527,1916,Single Filer,0.02,0,0.15,0.02,2000000,0,0.13,2000000
8528,1916,Head of Household,0.03,20000,0.15,0.02,2000000,0,0.13,2000000
8529,1916,Married Filing Jointly,0.03,20000,0.15,0.02,2000000,0,0.13,2000000
8530,1916,Married Filing Separately,0.03,20000,0.15,0.02,2000000,0,0.13,2000000
8531,1916,Single Filer,0.03,20000,0.15,0.02,2000000,0,0.13,2000000
8532,1916,Head of Household,0.04,40000,0.15,0.02,2000000,0,0.13,2000000
8533,1916,Married Filing Jointly,0.04,40000,0.15,0.02,2000000,0,0.13,2000000
8534,1916,Married Filing Separately,0.04,40000,0.15,0.02,2000000,0,0.13,2000000
8535,1916,Single Filer,0.04,40000,0.15,0.02,2000000,0,0.13,2000000
8536,1916,Head of Household,0.05,60000,0.15,0.02,2000000,0,0.13,2000000
8537,1916,Married Filing Jointly,0.05,60000,0.15,0.02,2000000,0,0.13,2000000
8538,1916,Married Filing Separately,0.05,60000,0.15,0.02,2000000,0,0.13,2000000
8539,1916,Single Filer,0.05,60000,0.15,0.02,2000000,0,0.13,2000000
8540,1916,Head of Household,0.06,80000,0.15,0.02,2000000,0,0.13,2000000
8541,1916,Married Filing Jointly,0.06,80000,0.15,0.02,2000000,0,0.13,2000000
8542,1916,Married Filing Separately,0.06,80000,0.15,0.02,2000000,0,0.13,2000000
8543,1916,Single Filer,0.06,80000,0.15,0.02,2000000,0,0.13,2000000
8544,1916,Head of Household,0.07,100000,0.15,0.02,2000000,0,0.13,2000000
8545,1916,Married Filing Jointly,0.07,100000,0.15,0.02,2000000,0,0.13,2000000
8546,1916,Married Filing Separately,0.07,100000,0.15,0.02,2000000,0,0.13,2000000
8547,1916,Single Filer,0.07,100000,0.15,0.02,2000000,0,0.13,2000000
8548,1916,Head of Household,0.08,150000,0.15,0.02,2000000,0,0.13,2000000
8549,1916,Married Filing Jointly,0.08,150000,0.15,0.02,2000000,0,0.13,2000000
8550,1916,Married Filing Separately,0.08,150000,0.15,0.02,2000000,0,0.13,2000000
8551,1916,Single Filer,0.08,150000,0.15,0.02,2000000,0,0.13,2000000
8552,1916,Head of Household,0.09,200000,0.15,0.02,2000000,0,0.13,2000000
8553,1916,Married Filing Jointly,0.09,200000,0.15,0.02,2000000,0,0.13,2000000
8554,1916,Married Filing Separately,0.09,200000,0.15,0.02,2000000,0,0.13,2000000
8555,1916,Single Filer,0.09,200000,0.15,0.02,2000000,0,0.13,2000000
8556,1916,Head of Household,0.1,250000,0.15,0.02,2000000,0,0.13,2000000
8557,1916,Married Filing Jointly,0.1,250000,0.15,0.02,2000000,0,0.13,2000000
8558,1916,Married Filing Separately,0.1,250000,0.15,0.02,2000000,0,0.13,2000000
8559,1916,Single Filer,0.1,250000,0.15,0.02,2000000,0,0.13,2000000
8560,1916,Head of Household,0.11,300000,0.15,0.02,2000000,0,0.13,2000000
8561,1916,Married Filing Jointly,0.11,300000,0.15,0.02,2000000,0,0.13,2000000
8562,1916,Married Filing Separately,0.11,300000,0.15,0.02,2000000,0,0.13,2000000
8563,1916,Single Filer,0.11,300000,0.15,0.02,2000000,0,0.13,2000000
8564,1916,Head of Household,0.12,500000,0.15,0.02,2000000,0,0.13,2000000
8565,1916,Married Filing Jointly,0.12,500000,0.15,0.02,2000000,0,0.13,2000000
8566,1916,Married Filing Separately,0.12,500000,0.15,0.02,2000000,0,0.13,2000000
8567,1916,Single Filer,0.12,500000,0.15,0.02,2000000,0,0.13,2000000
8568,1916,Head of Household,0.13,1000000,0.15,0.02,2000000,0,0.13,2000000
8569,1916,Married Filing Jointly,0.13,1000000,0.15,0.02,2000000,0,0.13,2000000
8570,1916,Married Filing Separately,0.13,1000000,0.15,0.02,2000000,0,0.13,2000000
8571,1916,Single Filer,0.13,1000000,0.15,0.02,2000000,0,0.13,2000000
8572,1916,Head of Household,0.14,1500000,0.15,0.02,2000000,0,0.13,2000000
8573,1916,Married Filing Jointly,0.14,1500000,0.15,0.02,2000000,0,0.13,2000000
8574,1916,Married Filing Separately,0.14,1500000,0.15,0.02,2000000,0,0.13,2000000
8575,1916,Single Filer,0.14,1500000,0.15,0.02,2000000,0,0.13,2000000
8576,1916,Head of Household,0.15,2000000,0.15,0.02,2000000,0,0.13,2000000
8577,1916,Married Filing Jointly,0.15,2000000,0.15,0.02,2000000,0,0.13,2000000
8578,1916,Married Filing Separately,0.15,2000000,0.15,0.02,2000000,0,0.13,2000000
8579,1916,Single Filer,0.15,2000000,0.15,0.02,2000000,0,0.13,2000000
8440,1917,Head of Household,0.02,0,0.67,0.02,2000000,0,0.65,2000000
8441,1917,Married Filing Jointly,0.02,0,0.67,0.02,2000000,0,0.65,2000000
8442,1917,Married Filing Separately,0.02,0,0.67,0.02,2000000,0,0.65,2000000
8443,1917,Single Filer,0.02,0,0.67,0.02,2000000,0,0.65,2000000
8444,1917,Head of Household,0.04,2000,0.67,0.02,2000000,0,0.65,2000000
8445,1917,Married Filing Jointly,0.04,2000,0.67,0.02,2000000,0,0.65,2000000
8446,1917,Married Filing Separately,0.04,2000,0.67,0.02,2000000,0,0.65,2000000
8447,1917,Single Filer,0.04,2000,0.67,0.02,2000000,0,0.65,2000000
8448,1917,Head of Household,0.05,5000,0.67,0.02,2000000,0,0.65,2000000
8449,1917,Married Filing Jointly,0.05,5000,0.67,0.02,2000000,0,0.65,2000000
8450,1917,Married Filing Separately,0.05,5000,0.67,0.02,2000000,0,0.65,2000000
8451,1917,Single Filer,0.05,5000,0.67,0.02,2000000,0,0.65,2000000
8452,1917,Head of Household,0.06,7500,0.67,0.02,2000000,0,0.65,2000000
8453,1917,Married Filing Jointly,0.06,7500,0.67,0.02,2000000,0,0.65,2000000
8454,1917,Married Filing Separately,0.06,7500,0.67,0.02,2000000,0,0.65,2000000
8455,1917,Single Filer,0.06,7500,0.67,0.02,2000000,0,0.65,2000000
8456,1917,Head of Household,0.07,10000,0.67,0.02,2000000,0,0.65,2000000
8457,1917,Married Filing Jointly,0.07,10000,0.67,0.02,2000000,0,0.65,2000000
8458,1917,Married Filing Separately,0.07,10000,0.67,0.02,2000000,0,0.65,2000000
8459,1917,Single Filer,0.07,10000,0.67,0.02,2000000,0,0.65,2000000
8460,1917,Head of Household,0.08,12500,0.67,0.02,2000000,0,0.65,2000000
8461,1917,Married Filing Jointly,0.08,12500,0.67,0.02,2000000,0,0.65,2000000
8462,1917,Married Filing Separately,0.08,12500,0.67,0.02,2000000,0,0.65,2000000
8463,1917,Single Filer,0.08,12500,0.67,0.02,2000000,0,0.65,2000000
8464,1917,Head of Household,0.09,15000,0.67,0.02,2000000,0,0.65,2000000
8465,1917,Married Filing Jointly,0.09,15000,0.67,0.02,2000000,0,0.65,2000000
8466,1917,Married Filing Separately,0.09,15000,0.67,0.02,2000000,0,0.65,2000000
8467,1917,Single Filer,0.09,15000,0.67,0.02,2000000,0,0.65,2000000
8468,1917,Head of Household,0.12,20000,0.67,0.02,2000000,0,0.65,2000000
8469,1917,Married Filing Jointly,0.12,20000,0.67,0.02,2000000,0,0.65,2000000
8470,1917,Married Filing Separately,0.12,20000,0.67,0.02,2000000,0,0.65,2000000
8471,1917,Single Filer,0.12,20000,0.67,0.02,2000000,0,0.65,2000000
8472,1917,Head of Household,0.16,40000,0.67,0.02,2000000,0,0.65,2000000
8473,1917,Married Filing Jointly,0.16,40000,0.67,0.02,2000000,0,0.65,2000000
8474,1917,Married Filing Separately,0.16,40000,0.67,0.02,2000000,0,0.65,2000000
8475,1917,Single Filer,0.16,40000,0.67,0.02,2000000,0,0.65,2000000
8476,1917,Head of Household,0.21,60000,0.67,0.02,2000000,0,0.65,2000000
8477,1917,Married Filing Jointly,0.21,60000,0.67,0.02,2000000,0,0.65,2000000
8478,1917,Married Filing Separately,0.21,60000,0.67,0.02,2000000,0,0.65,2000000
8479,1917,Single Filer,0.21,60000,0.67,0.02,2000000,0,0.65,2000000
8480,1917,Head of Household,0.26,80000,0.67,0.02,2000000,0,0.65,2000000
8481,1917,Married Filing Jointly,0.26,80000,0.67,0.02,2000000,0,0.65,2000000
8482,1917,Married Filing Separately,0.26,80000,0.67,0.02,2000000,0,0.65,2000000
8483,1917,Single Filer,0.26,80000,0.67,0.02,2000000,0,0.65,2000000
8484,1917,Head of Household,0.31,100000,0.67,0.02,2000000,0,0.65,2000000
8485,1917,Married Filing Jointly,0.31,100000,0.67,0.02,2000000,0,0.65,2000000
8486,1917,Married Filing Separately,0.31,100000,0.67,0.02,2000000,0,0.65,2000000
8487,1917,Single Filer,0.31,100000,0.67,0.02,2000000,0,0.65,2000000
8488,1917,Head of Household,0.35,150000,0.67,0.02,2000000,0,0.65,2000000
8489,1917,Married Filing Jointly,0.35,150000,0.67,0.02,2000000,0,0.65,2000000
8490,1917,Married Filing Separately,0.35,150000,0.67,0.02,2000000,0,0.65,2000000
8491,1917,Single Filer,0.35,150000,0.67,0.02,2000000,0,0.65,2000000
8492,1917,Head of Household,0.41,200000,0.67,0.02,2000000,0,0.65,2000000
8493,1917,Married Filing Jointly,0.41,200000,0.67,0.02,2000000,0,0.65,2000000
8494,1917,Married Filing Separately,0.41,200000,0.67,0.02,2000000,0,0.65,2000000
8495,1917,Single Filer,0.41,200000,0.67,0.02,2000000,0,0.65,2000000
8496,1917,Head of Household,0.46,250000,0.67,0.02,2000000,0,0.65,2000000
8497,1917,Married Filing Jointly,0.46,250000,0.67,0.02,2000000,0,0.65,2000000
8498,1917,Married Filing Separately,0.46,250000,0.67,0.02,2000000,0,0.65,2000000
8499,1917,Single Filer,0.46,250000,0.67,0.02,2000000,0,0.65,2000000
8500,1917,Head of Household,0.5,300000,0.67,0.02,2000000,0,0.65,2000000
8501,1917,Married Filing Jointly,0.5,300000,0.67,0.02,2000000,0,0.65,2000000
8502,1917,Married Filing Separately,0.5,300000,0.67,0.02,2000000,0,0.65,2000000
8503,1917,Single Filer,0.5,300000,0.67,0.02,2000000,0,0.65,2000000
8504,1917,Head of Household,0.54,500000,0.67,0.02,2000000,0,0.65,2000000
8505,1917,Married Filing Jointly,0.54,500000,0.67,0.02,2000000,0,0.65,2000000
8506,1917,Married Filing Separately,0.54,500000,0.67,0.02,2000000,0,0.65,2000000
8507,1917,Single Filer,0.54,500000,0.67,0.02,2000000,0,0.65,2000000
8508,1917,Head of Household,0.59,750000,0.67,0.02,2000000,0,0.65,2000000
8509,1917,Married Filing Jointly,0.59,750000,0.67,0.02,2000000,0,0.65,2000000
8510,1917,Married Filing Separately,0.59,750000,0.67,0.02,2000000,0,0.65,2000000
8511,1917,Single Filer,0.59,750000,0.67,0.02,2000000,0,0.65,2000000
8512,1917,Head of Household,0.65,1000000,0.67,0.02,2000000,0,0.65,2000000
8513,1917,Married Filing Jointly,0.65,1000000,0.67,0.02,2000000,0,0.65,2000000
8514,1917,Married Filing Separately,0.65,1000000,0.67,0.02,2000000,0,0.65,2000000
8515,1917,Single Filer,0.65,1000000,0.67,0.02,2000000,0,0.65,2000000
8516,1917,Head of Household,0.66,1500000,0.67,0.02,2000000,0,0.65,2000000
8517,1917,Married Filing Jointly,0.66,1500000,0.67,0.02,2000000,0,0.65,2000000
8518,1917,Married Filing Separately,0.66,1500000,0.67,0.02,2000000,0,0.65,2000000
8519,1917,Single Filer,0.66,1500000,0.67,0.02,2000000,0,0.65,2000000
8520,1917,Head of Household,0.67,2000000,0.67,0.02,2000000,0,0.65,2000000
8521,1917,Married Filing Jointly,0.67,2000000,0.67,0.02,2000000,0,0.65,2000000
8522,1917,Married Filing Separately,0.67,2000000,0.67,0.02,2000000,0,0.65,2000000
8523,1917,Single Filer,0.67,2000000,0.67,0.02,2000000,0,0.65,2000000
8216,1918,Head of Household,0.06,0,0.77,0.06,1000000,0,0.71,1000000
8217,1918,Married Filing Jointly,0.06,0,0.77,0.06,1000000,0,0.71,1000000
8218,1918,Married Filing Separately,0.06,0,0.77,0.06,1000000,0,0.71,1000000
8219,1918,Single Filer,0.06,0,0.77,0.06,1000000,0,0.71,1000000
8220,1918,Head of Household,0.12,4000,0.77,0.06,1000000,0,0.71,1000000
8221,1918,Married Filing Jointly,0.12,4000,0.77,0.06,1000000,0,0.71,1000000
8222,1918,Married Filing Separately,0.12,4000,0.77,0.06,1000000,0,0.71,1000000
8223,1918,Single Filer,0.12,4000,0.77,0.06,1000000,0,0.71,1000000
8224,1918,Head of Household,0.13,5000,0.77,0.06,1000000,0,0.71,1000000
8225,1918,Married Filing Jointly,0.13,5000,0.77,0.06,1000000,0,0.71,1000000
8226,1918,Married Filing Separately,0.13,5000,0.77,0.06,1000000,0,0.71,1000000
8227,1918,Single Filer,0.13,5000,0.77,0.06,1000000,0,0.71,1000000
8228,1918,Head of Household,0.14,6000,0.77,0.06,1000000,0,0.71,1000000
8229,1918,Married Filing Jointly,0.14,6000,0.77,0.06,1000000,0,0.71,1000000
8230,1918,Married Filing Separately,0.14,6000,0.77,0.06,1000000,0,0.71,1000000
8231,1918,Single Filer,0.14,6000,0.77,0.06,1000000,0,0.71,1000000
8232,1918,Head of Household,0.15,8000,0.77,0.06,1000000,0,0.71,1000000
8233,1918,Married Filing Jointly,0.15,8000,0.77,0.06,1000000,0,0.71,1000000
8234,1918,Married Filing Separately,0.15,8000,0.77,0.06,1000000,0,0.71,1000000
8235,1918,Single Filer,0.15,8000,0.77,0.06,1000000,0,0.71,1000000
8236,1918,Head of Household,0.16,10000,0.77,0.06,1000000,0,0.71,1000000
8237,1918,Married Filing Jointly,0.16,10000,0.77,0.06,1000000,0,0.71,1000000
8238,1918,Married Filing Separately,0.16,10000,0.77,0.06,1000000,0,0.71,1000000
8239,1918,Single Filer,0.16,10000,0.77,0.06,1000000,0,0.71,1000000
8240,1918,Head of Household,0.17,12000,0.77,0.06,1000000,0,0.71,1000000
8241,1918,Married Filing Jointly,0.17,12000,0.77,0.06,1000000,0,0.71,1000000
8242,1918,Married Filing Separately,0.17,12000,0.77,0.06,1000000,0,0.71,1000000
8243,1918,Single Filer,0.17,12000,0.77,0.06,1000000,0,0.71,1000000
8244,1918,Head of Household,0.18,14000,0.77,0.06,1000000,0,0.71,1000000
8245,1918,Married Filing Jointly,0.18,14000,0.77,0.06,1000000,0,0.71,1000000
8246,1918,Married Filing Separately,0.18,14000,0.77,0.06,1000000,0,0.71,1000000
8247,1918,Single Filer,0.18,14000,0.77,0.06,1000000,0,0.71,1000000
8248,1918,Head of Household,0.19,16000,0.77,0.06,1000000,0,0.71,1000000
8249,1918,Married Filing Jointly,0.19,16000,0.77,0.06,1000000,0,0.71,1000000
8250,1918,Married Filing Separately,0.19,16000,0.77,0.06,1000000,0,0.71,1000000
8251,1918,Single Filer,0.19,16000,0.77,0.06,1000000,0,0.71,1000000
8252,1918,Head of Household,0.2,18000,0.77,0.06,1000000,0,0.71,1000000
8253,1918,Married Filing Jointly,0.2,18000,0.77,0.06,1000000,0,0.71,1000000
8254,1918,Married Filing Separately,0.2,18000,0.77,0.06,1000000,0,0.71,1000000
8255,1918,Single Filer,0.2,18000,0.77,0.06,1000000,0,0.71,1000000
8256,1918,Head of Household,0.21,20000,0.77,0.06,1000000,0,0.71,1000000
8257,1918,Married Filing Jointly,0.21,20000,0.77,0.06,1000000,0,0.71,1000000
8258,1918,Married Filing Separately,0.21,20000,0.77,0.06,1000000,0,0.71,1000000
8259,1918,Single Filer,0.21,20000,0.77,0.06,1000000,0,0.71,1000000
8260,1918,Head of Household,0.22,22000,0.77,0.06,1000000,0,0.71,1000000
8261,1918,Married Filing Jointly,0.22,22000,0.77,0.06,1000000,0,0.71,1000000
8262,1918,Married Filing Separately,0.22,22000,0.77,0.06,1000000,0,0.71,1000000
8263,1918,Single Filer,0.22,22000,0.77,0.06,1000000,0,0.71,1000000
8264,1918,Head of Household,0.23,24000,0.77,0.06,1000000,0,0.71,1000000
8265,1918,Married Filing Jointly,0.23,24000,0.77,0.06,1000000,0,0.71,1000000
8266,1918,Married Filing Separately,0.23,24000,0.77,0.06,1000000,0,0.71,1000000
8267,1918,Single Filer,0.23,24000,0.77,0.06,1000000,0,0.71,1000000
8268,1918,Head of Household,0.24,26000,0.77,0.06,1000000,0,0.71,1000000
8269,1918,Married Filing Jointly,0.24,26000,0.77,0.06,1000000,0,0.71,1000000
8270,1918,Married Filing Separately,0.24,26000,0.77,0.06,1000000,0,0.71,1000000
8271,1918,Single Filer,0.24,26000,0.77,0.06,1000000,0,0.71,1000000
8272,1918,Head of Household,0.25,28000,0.77,0.06,1000000,0,0.71,1000000
8273,1918,Married Filing Jointly,0.25,28000,0.77,0.06,1000000,0,0.71,1000000
8274,1918,Married Filing Separately,0.25,28000,0.77,0.06,1000000,0,0.71,1000000
8275,1918,Single Filer,0.25,28000,0.77,0.06,1000000,0,0.71,1000000
8276,1918,Head of Household,0.26,30000,0.77,0.06,1000000,0,0.71,1000000
8277,1918,Married Filing Jointly,0.26,30000,0.77,0.06,1000000,0,0.71,1000000
8278,1918,Married Filing Separately,0.26,30000,0.77,0.06,1000000,0,0.71,1000000
8279,1918,Single Filer,0.26,30000,0.77,0.06,1000000,0,0.71,1000000
8280,1918,Head of Household,0.27,32000,0.77,0.06,1000000,0,0.71,1000000
8281,1918,Married Filing Jointly,0.27,32000,0.77,0.06,1000000,0,0.71,1000000
8282,1918,Married Filing Separately,0.27,32000,0.77,0.06,1000000,0,0.71,1000000
8283,1918,Single Filer,0.27,32000,0.77,0.06,1000000,0,0.71,1000000
8284,1918,Head of Household,0.28,34000,0.77,0.06,1000000,0,0.71,1000000
8285,1918,Married Filing Jointly,0.28,34000,0.77,0.06,1000000,0,0.71,1000000
8286,1918,Married Filing Separately,0.28,34000,0.77,0.06,1000000,0,0.71,1000000
8287,1918,Single Filer,0.28,34000,0.77,0.06,1000000,0,0.71,1000000
8288,1918,Head of Household,0.29,36000,0.77,0.06,1000000,0,0.71,1000000
8289,1918,Married Filing Jointly,0.29,36000,0.77,0.06,1000000,0,0.71,1000000
8290,1918,Married Filing Separately,0.29,36000,0.77,0.06,1000000,0,0.71,1000000
8291,1918,Single Filer,0.29,36000,0.77,0.06,1000000,0,0.71,1000000
8292,1918,Head of Household,0.3,38000,0.77,0.06,1000000,0,0.71,1000000
8293,1918,Married Filing Jointly,0.3,38000,0.77,0.06,1000000,0,0.71,1000000
8294,1918,Married Filing Separately,0.3,38000,0.77,0.06,1000000,0,0.71,1000000
8295,1918,Single Filer,0.3,38000,0.77,0.06,1000000,0,0.71,1000000
8296,1918,Head of Household,0.31,40000,0.77,0.06,1000000,0,0.71,1000000
8297,1918,Married Filing Jointly,0.31,40000,0.77,0.06,1000000,0,0.71,1000000
8298,1918,Married Filing Separately,0.31,40000,0.77,0.06,1000000,0,0.71,1000000
8299,1918,Single Filer,0.31,40000,0.77,0.06,1000000,0,0.71,1000000
8300,1918,Head of Household,0.32,42000,0.77,0.06,1000000,0,0.71,1000000
8301,1918,Married Filing Jointly,0.32,42000,0.77,0.06,1000000,0,0.71,1000000
8302,1918,Married Filing Separately,0.32,42000,0.77,0.06,1000000,0,0.71,1000000
8303,1918,Single Filer,0.32,42000,0.77,0.06,1000000,0,0.71,1000000
8304,1918,Head of Household,0.33,44000,0.77,0.06,1000000,0,0.71,1000000
8305,1918,Married Filing Jointly,0.33,44000,0.77,0.06,1000000,0,0.71,1000000
8306,1918,Married Filing Separately,0.33,44000,0.77,0.06,1000000,0,0.71,1000000
8307,1918,Single Filer,0.33,44000,0.77,0.06,1000000,0,0.71,1000000
8308,1918,Head of Household,0.34,46000,0.77,0.06,1000000,0,0.71,1000000
8309,1918,Married Filing Jointly,0.34,46000,0.77,0.06,1000000,0,0.71,1000000
8310,1918,Married Filing Separately,0.34,46000,0.77,0.06,1000000,0,0.71,1000000
8311,1918,Single Filer,0.34,46000,0.77,0.06,1000000,0,0.71,1000000
8312,1918,Head of Household,0.35,48000,0.77,0.06,1000000,0,0.71,1000000
8313,1918,Married Filing Jointly,0.35,48000,0.77,0.06,1000000,0,0.71,1000000
8314,1918,Married Filing Separately,0.35,48000,0.77,0.06,1000000,0,0.71,1000000
8315,1918,Single Filer,0.35,48000,0.77,0.06,1000000,0,0.71,1000000
8316,1918,Head of Household,0.36,50000,0.77,0.06,1000000,0,0.71,1000000
8317,1918,Married Filing Jointly,0.36,50000,0.77,0.06,1000000,0,0.71,1000000
8318,1918,Married Filing Separately,0.36,50000,0.77,0.06,1000000,0,0.71,1000000
8319,1918,Single Filer,0.36,50000,0.77,0.06,1000000,0,0.71,1000000
8320,1918,Head of Household,0.37,52000,0.77,0.06,1000000,0,0.71,1000000
